Stunde;Außen-temperatur;Absolute Feuchtigkeit;Entfeuchtungs-leistung (bei 26°C);Heizleistung;Kühlleistung;Gesamt-leistung
hh;°C;g/kg;kW;kW;kW;kW
6966;10,7;8,47;0,00;0,00;0,00;0,00
6967;10,3;8,25;0,00;0,00;0,00;0,00
6968;9,6;7,95;0,00;0,00;0,00;0,00
6969;11,6;8,38;0,00;0,00;0,00;0,00
6970;12,2;8,5;0,00;0,00;0,37;0,37
6971;12,7;8,44;0,00;0,00;0,39;0,39
6972;12,7;8,96;0,00;0,00;0,87;0,87
6973;13,1;8,53;0,00;0,00;0,69;0,69
6974;13,3;8,65;0,00;0,00;0,59;0,59
6975;13,2;8,93;0,00;0,00;0,25;0,25
6976;13,3;8,63;0,00;0,00;0,31;0,31
6977;12,9;8,41;0,00;0,00;0,24;0,24
6978;12,7;8,48;0,00;0,00;0,00;0,00
6979;11,9;8,45;0,00;0,00;0,38;0,38
6980;12,2;8,38;0,00;0,00;0,39;0,39
6981;11,9;8,21;0,00;0,00;0,32;0,32
6982;11,7;8,08;0,00;0,00;0,14;0,14
6983;11,3;7,57;0,00;0,00;0,00;0,00
6984;11,1;7,82;0,00;0,00;0,00;0,00
6985;9,6;7,81;0,00;0,00;0,00;0,00
6986;8;7,05;0,00;0,00;0,00;0,00
6987;6,5;6,31;0,00;0,00;0,00;0,00
6988;5,6;5,94;0,00;0,00;0,00;0,00
6989;4,8;5,6;0,00;0,00;0,00;0,00
6990;4,2;5,36;0,00;0,00;0,00;0,00
6991;4,1;5,33;0,00;0,00;0,00;0,00
6992;5,8;5,95;0,00;0,00;0,00;0,00
6993;8,1;6,19;0,00;0,00;0,54;0,54
6994;10,5;5,64;0,00;0,00;1,21;1,21
6995;12,6;5,73;0,00;0,00;1,22;1,22
6996;14,3;6,13;0,00;0,00;1,68;1,68
6997;15,6;6,1;0,00;0,00;1,41;1,41
6998;16,2;6,43;0,00;0,00;1,63;1,63
6999;16,3;6,34;0,00;0,00;123,12;123,12
7000;15,6;6,27;0,00;0,00;151,30;151,30
7001;14,1;5,92;0,00;0,00;124,78;124,78
7002;12,3;5,93;0,00;0,00;17,97;17,97
7003;11,5;6,31;0,00;0,00;27,53;27,53
7004;10,8;6,23;0,00;0,00;27,13;27,13
7005;10;5,94;0,00;0,00;3,22;3,22
7006;9,3;5,68;0,00;0,00;0,00;0,00
7007;8,5;5,77;0,00;0,00;0,00;0,00
7008;7,8;5,72;0,00;0,00;0,00;0,00
7009;7,6;5,93;0,00;0,00;0,00;0,00
7010;7,3;5,86;0,00;0,00;0,00;0,00
7011;7,1;5,82;0,00;0,00;0,00;0,00
7012;7;5,95;0,00;0,00;0,00;0,00
7013;6,9;5,84;0,00;0,00;0,00;0,00
7014;6,9;6,14;0,00;0,00;0,00;0,00
7015;6,9;6;0,00;0,00;0,00;0,00
7016;8,8;6,8;0,00;0,00;0,00;0,00
7017;11,3;7,28;0,00;0,00;0,94;0,94
7018;13,8;6,94;0,00;0,00;1,79;1,79
7019;16,1;7,1;0,00;0,00;1,86;1,86
7020;18;7,12;0,00;0,00;1,88;1,88
7021;19,4;7,41;0,00;0,00;26,38;26,38
7022;20,1;7,21;0,00;0,00;190,28;190,28
7023;20,2;7,2;0,00;0,00;154,95;154,95
7024;19,5;7,45;0,00;0,00;151,95;151,95
7025;18;7,34;0,00;0,00;127,80;127,80
7026;16,4;7,25;0,00;0,00;22,55;22,55
7027;15,8;8,82;0,00;0,00;37,83;37,83
7028;15,3;8,79;0,00;0,00;34,13;34,13
7029;14,8;8,58;0,00;0,00;27,86;27,86
7030;14,2;8,62;0,00;0,00;19,20;19,20
7031;13,7;8,57;0,00;0,00;0,00;0,00
7032;13,2;8,76;0,00;0,00;0,00;0,00
7033;12,6;8,65;0,00;0,00;0,00;0,00
7034;12,1;8,31;0,00;0,00;0,00;0,00
7035;11,5;8,3;0,00;0,00;0,00;0,00
7036;11,2;8,14;0,00;0,00;0,00;0,00
7037;11;8,17;0,00;0,00;0,00;0,00
7038;10,8;8,64;0,00;0,00;0,00;0,00
7039;10,8;8,38;0,00;0,00;0,00;0,00
7040;11,5;8,39;0,00;0,00;0,00;0,00
7041;12,8;8,78;0,00;0,00;0,36;0,36
7042;13,5;8,7;0,00;0,00;0,67;0,67
7043;13,2;8,71;0,00;0,00;0,35;0,35
7044;14,1;8,74;0,00;0,00;1,17;1,17
7045;15;8,74;0,00;0,00;1,04;1,04
7046;16,1;9,12;0,00;0,00;1,20;1,20
7047;16,3;9,02;0,00;0,00;75,68;75,68
7048;15,5;8,75;0,00;0,00;41,10;41,10
7049;14,6;9,41;0,00;0,00;32,04;32,04
7050;13,6;9,19;0,00;0,00;9,71;9,71
7051;13,6;8,8;0,00;0,00;96,75;96,75
7052;13;8,55;0,00;0,00;96,44;96,44
7053;12,6;8,79;0,00;0,00;85,20;85,20
7054;12,1;8,95;0,00;0,00;27,62;27,62
7055;11,6;8,7;0,00;0,00;0,00;0,00
7056;11;8,46;0,00;0,00;0,00;0,00
7057;10,5;8,35;0,00;0,00;0,00;0,00
7058;9,9;8,02;0,00;0,00;0,00;0,00
7059;9,3;7,7;0,00;0,00;0,00;0,00
7060;9;7,53;0,00;0,00;0,00;0,00
7061;8,7;7,37;0,00;0,00;0,00;0,00
7062;8,4;7,11;0,00;0,00;0,00;0,00
7063;8,4;6,44;0,00;0,00;0,00;0,00
7064;9,4;7;0,00;0,00;0,00;0,00
7065;10,6;6,99;0,00;0,00;0,19;0,19
7066;11,3;7,59;0,00;0,00;0,47;0,47
7067;11,8;7,84;0,00;0,00;0,40;0,40
7068;12,2;8,05;0,00;0,00;0,79;0,79
7069;12,4;6,83;0,00;0,00;0,59;0,59
7070;12,6;6,86;0,00;0,00;0,68;0,68
7071;12,6;6,68;0,00;0,00;0,35;0,35
7072;12,5;6,85;0,00;0,00;0,56;0,56
7073;11,9;6,36;0,00;0,00;0,27;0,27
7074;11,2;7,5;0,00;0,00;0,00;0,00
7075;10,3;7,39;0,00;0,00;1,90;1,90
7076;9,9;6,87;0,00;0,00;31,76;31,76
7077;8,6;6,55;0,00;0,00;63,03;63,03
7078;8,8;6,65;0,00;0,00;67,09;67,09
7079;8,2;6,37;0,00;0,14;0,00;0,14
7080;7,5;6,1;0,00;0,00;0,00;0,00
7081;7;6,01;0,00;0,00;0,00;0,00
7082;6,4;5,77;0,00;0,00;0,00;0,00
7083;6;5,92;0,00;0,00;0,00;0,00
7084;5,7;5,85;0,00;0,00;0,00;0,00
7085;5,4;5,75;0,00;0,00;0,00;0,00
7086;5,2;5,59;0,00;0,00;0,00;0,00
7087;5,2;5,57;0,00;0,00;0,00;0,00
7088;6,1;5,84;0,00;0,00;0,00;0,00
7089;7,5;5,86;0,00;0,00;0,00;0,00
7090;8,2;5,68;0,00;0,00;0,00;0,00
7091;10,1;6,08;0,00;0,00;0,10;0,10
7092;11;6,66;0,00;0,00;0,00;0,00
7093;11;6,79;0,00;0,00;0,00;0,00
7094;10,9;6,82;0,00;0,00;0,00;0,00
7095;11,4;7,09;0,00;0,00;0,12;0,12
7096;11,6;6,97;0,00;0,00;0,36;0,36
7097;11,1;7,03;0,00;0,00;0,49;0,49
7098;10,1;6,79;0,00;0,15;0,00;0,15
7099;9,7;6,67;0,00;0,00;0,00;0,00
7100;9,3;6,29;0,00;0,00;0,91;0,91
7101;8,9;6,36;0,00;0,00;0,85;0,85
7102;8,5;6,47;0,00;0,00;0,83;0,83
7103;8,1;6,72;0,00;0,00;0,00;0,00
7104;7,7;6,57;0,00;0,00;0,00;0,00
7105;7,5;6,55;0,00;0,00;0,00;0,00
7106;7,4;6,54;0,00;0,00;0,00;0,00
7107;7,2;6,52;0,00;0,00;0,00;0,00
7108;7,1;6,74;0,00;0,00;0,00;0,00
7109;7,1;6,71;0,00;0,00;0,00;0,00
7110;7;6,7;0,00;0,00;0,00;0,00
7111;7,1;6,72;0,00;0,00;0,00;0,00
7112;7,8;6,89;0,00;0,00;0,00;0,00
7113;8,7;7,23;0,00;0,00;0,00;0,00
7114;9,2;7,31;0,00;0,00;0,00;0,00
7115;9,9;7,23;0,00;0,00;0,36;0,36
7116;9,8;7,12;0,00;0,00;0,18;0,18
7117;10,3;7,09;0,00;0,00;0,38;0,38
7118;12,2;8,01;0,00;0,00;0,26;0,26
7119;13,2;6,98;0,00;0,00;1,50;1,50
7120;13,6;7,59;0,00;0,00;1,74;1,74
7121;13,2;7,34;0,00;0,00;1,71;1,71
7122;12,4;7,38;0,00;0,00;0,00;0,00
7123;11,8;7,18;0,00;0,00;1,78;1,78
7124;11,3;6,91;0,00;0,00;1,82;1,82
7125;10,7;7,12;0,00;0,00;1,51;1,51
7126;10,2;6,78;0,00;0,00;0,24;0,24
7127;9,6;6,42;0,00;0,00;0,00;0,00
7128;9,1;6,22;0,00;0,00;0,00;0,00
7129;8,4;6,15;0,00;0,00;0,00;0,00
7130;7,6;6,03;0,00;0,00;0,00;0,00
7131;6,9;5,96;0,00;0,00;0,00;0,00
7132;6,5;5,76;0,00;0,00;0,00;0,00
7133;6,1;5,7;0,00;0,00;0,00;0,00
7134;5,9;5,53;0,00;0,00;0,00;0,00
7135;5,9;5,48;0,00;0,00;0,00;0,00
7136;5,8;5,69;0,00;0,13;0,00;0,13
7137;6,9;5,76;0,00;0,00;0,48;0,48
7138;7,4;5,82;0,00;0,00;0,27;0,27
7139;7,7;5,93;0,00;0,00;0,27;0,27
7140;8,3;6,18;0,00;0,00;0,82;0,82
7141;9,4;6,67;0,00;0,00;0,96;0,96
7142;10,8;6,2;0,00;0,00;1,05;1,05
7143;11,3;5,99;0,00;0,00;0,74;0,74
7144;11,5;5,94;0,00;0,00;1,03;1,03
7145;11,1;5,83;0,00;0,00;1,08;1,08
7146;10,4;5,76;0,00;0,00;0,00;0,00
7147;9,6;5,69;0,00;0,00;0,25;0,25
7148;8,9;5,73;0,00;0,00;0,25;0,25
7149;8,2;5,54;0,00;0,00;0,11;0,11
7150;7,5;5,37;0,00;0,00;0,00;0,00
7151;6,8;5,12;0,00;0,00;0,00;0,00
7152;6;4,77;0,00;0,00;0,00;0,00
7153;5,3;4,9;0,00;0,00;0,00;0,00
7154;4,6;4,73;0,00;0,00;0,00;0,00
7155;3,9;4,55;0,00;0,00;0,00;0,00
7156;3,5;4,7;0,00;0,00;0,00;0,00
7157;3,1;4,74;0,00;0,00;0,00;0,00
7158;2,8;4,42;0,00;0,00;0,00;0,00
7159;2,8;4,45;0,00;0,00;0,00;0,00
7160;4,1;4,45;0,00;0,00;0,00;0,00
7161;4,7;4,52;0,00;0,00;0,00;0,00
7162;7,2;4,82;0,00;0,00;1,09;1,09
7163;10;4,95;0,00;0,00;1,50;1,50
7164;9,7;4,98;0,00;0,00;0,95;0,95
7165;9,7;4,84;0,00;0,00;0,87;0,87
7166;10;4,69;0,00;0,00;0,84;0,84
7167;10,5;4,78;0,00;0,00;0,84;0,84
7168;9,9;4,68;0,00;0,00;0,68;0,68
7169;8,8;4,83;0,00;0,00;0,15;0,15
7170;7,7;4,83;0,00;0,14;0,00;0,14
7171;7,3;4,91;0,00;0,00;0,00;0,00
7172;6,9;4,93;0,00;0,00;0,00;0,00
7173;6,4;5,1;0,00;0,10;0,00;0,10
7174;6;5,22;0,00;0,10;0,00;0,10
7175;5,6;5,26;0,00;0,00;0,00;0,00
7176;5,2;5,06;0,00;0,00;0,00;0,00
7177;5;4,76;0,00;0,00;0,00;0,00
7178;4,8;4,71;0,00;0,00;0,00;0,00
7179;4,7;4,8;0,00;0,00;0,00;0,00
7180;4,6;4,77;0,00;0,00;0,00;0,00
7181;4,6;5,01;0,00;0,00;0,00;0,00
7182;4,6;5,34;0,00;0,00;0,00;0,00
7183;4,7;5,35;0,00;0,00;0,00;0,00
7184;5,1;5,71;0,00;0,00;0,00;0,00
7185;5,3;5,49;0,00;0,27;0,00;0,27
7186;5,6;5,3;0,00;0,00;0,30;0,30
7187;6,1;5,5;0,00;0,00;0,22;0,22
7188;8,3;5,81;0,00;0,00;1,07;1,07
7189;10,1;5,84;0,00;0,00;0,97;0,97
7190;11,9;6,18;0,00;0,00;1,15;1,15
7191;12,7;5,91;0,00;0,00;0,87;0,87
7192;13;6,07;0,00;0,00;1,21;1,21
7193;12,3;6,08;0,00;0,00;0,88;0,88
7194;11,3;5,66;0,00;0,00;0,00;0,00
7195;10,6;5,3;0,00;0,00;0,00;0,00
7196;9,9;5,44;0,00;0,00;0,00;0,00
7197;9,2;5,44;0,00;0,00;0,00;0,00
7198;8,5;5,32;0,00;0,00;0,00;0,00
7199;7,8;5,11;0,00;0,00;0,00;0,00
7200;7,2;5,02;0,00;0,00;0,00;0,00
7201;6,1;4,64;0,00;0,00;0,00;0,00
7202;5;4,61;0,00;0,00;0,00;0,00
7203;3,9;4,5;0,00;0,00;0,00;0,00
7204;3,3;4,44;0,00;0,00;0,00;0,00
7205;2,7;4,39;0,00;0,00;0,00;0,00
7206;2,2;4,27;0,00;0,00;0,00;0,00
7207;2,2;4,23;0,00;0,00;0,00;0,00
7208;2,9;4,54;0,00;0,00;0,00;0,00
7209;4,2;4,74;0,00;0,00;0,19;0,19
7210;5,7;4,75;0,00;0,00;0,76;0,76
7211;7;5,16;0,00;0,00;0,80;0,80
7212;8;5,26;0,00;0,00;1,17;1,17
7213;9;5,33;0,00;0,00;1,20;1,20
7214;9,5;5,23;0,00;0,00;0,99;0,99
7215;9,6;5,4;0,00;0,00;0,67;0,67
7216;9,3;5,38;0,00;0,00;0,98;0,98
7217;8,4;5,61;0,00;0,00;0,84;0,84
7218;7,2;5,47;0,00;0,14;0,00;0,14
7219;6,8;5,11;0,00;0,00;1,62;1,62
7220;6,3;5,34;0,00;0,00;1,63;1,63
7221;5,8;5,34;0,00;0,00;1,30;1,30
7222;5,3;5,33;0,00;0,00;0,12;0,12
7223;4,8;5,26;0,00;0,21;0,00;0,21
7224;4,4;5,01;0,00;0,00;0,00;0,00
7225;4,3;5,04;0,00;0,00;0,00;0,00
7226;4,2;5,01;0,00;0,00;0,00;0,00
7227;4,1;5,05;0,00;0,00;0,00;0,00
7228;4,1;5,18;0,00;0,00;0,00;0,00
7229;4,1;5,27;0,00;0,00;0,00;0,00
7230;4,1;5,43;0,00;0,00;0,00;0,00
7231;4,1;5,44;0,00;0,00;0,00;0,00
7232;5,2;5,55;0,00;0,00;0,00;0,00
7233;7,1;5,61;0,00;0,00;0,32;0,32
7234;9,2;5,66;0,00;0,00;0,85;0,85
7235;11;5,43;0,00;0,00;0,91;0,91
7236;12,7;5,44;0,00;0,00;1,31;1,31
7237;13,9;5,48;0,00;0,00;1,20;1,20
7238;14,6;5,52;0,00;0,00;1,29;1,29
7239;14,7;5,71;0,00;0,00;0,84;0,84
7240;13,9;5,79;0,00;0,00;0,84;0,84
7241;12,5;5,65;0,00;0,00;0,20;0,20
7242;11,9;5,9;0,00;0,00;0,00;0,00
7243;11,3;5,84;0,00;0,00;2,07;2,07
7244;10,7;5,86;0,00;0,00;1,84;1,84
7245;10,1;5,78;0,00;0,00;1,50;1,50
7246;9,5;5,65;0,00;0,00;1,51;1,51
7247;8,8;5,6;0,00;0,10;0,00;0,10
7248;8,2;5,64;0,00;0,00;0,00;0,00
7249;7,4;5,71;0,00;0,00;0,00;0,00
7250;6,6;5,41;0,00;0,00;0,00;0,00
7251;5,8;5,54;0,00;0,00;0,00;0,00
7252;5,3;5,4;0,00;0,00;0,00;0,00
7253;4,9;5,25;0,00;0,00;0,00;0,00
7254;4,6;5,46;0,00;0,00;0,00;0,00
7255;4,6;5,45;0,00;0,00;0,00;0,00
7256;5,7;5,98;0,00;0,00;0,00;0,00
7257;7,7;6,78;0,00;0,00;0,14;0,14
7258;9,9;6,61;0,00;0,00;0,22;0,22
7259;11,9;6,59;0,00;0,00;0,22;0,22
7260;13,5;6,98;0,00;0,00;0,16;0,16
7261;14,6;7,08;0,00;0,00;0,23;0,23
7262;15,2;7;0,00;0,00;0,34;0,34
7263;15,2;7;0,00;0,00;0,26;0,26
7264;14,5;6,76;0,00;0,00;0,41;0,41
7265;13;6,7;0,00;0,00;0,18;0,18
7266;12,2;7,27;0,00;0,11;0,00;0,11
7267;11,3;7,16;0,00;0,00;0,15;0,15
7268;10,5;6,56;0,00;0,00;1,10;1,10
7269;9,7;6,39;0,00;0,00;0,94;0,94
7270;8,9;5,85;0,00;0,00;0,87;0,87
7271;8;5,7;0,00;0,00;0,00;0,00
7272;7,2;5,52;0,00;0,00;0,00;0,00
7273;6,6;5,45;0,00;0,00;0,00;0,00
7274;6,1;5,49;0,00;0,00;0,00;0,00
7275;5,5;5,22;0,00;0,00;0,00;0,00
7276;5,2;5,13;0,00;0,00;0,00;0,00
7277;4,9;5,09;0,00;0,00;0,00;0,00
7278;4,8;5,22;0,00;0,00;0,00;0,00
7279;4,6;5,35;0,00;0,00;0,00;0,00
7280;5,5;5,24;0,00;0,00;0,00;0,00
7281;7,9;5,57;0,00;0,00;0,11;0,11
7282;10;5,18;0,00;0,00;0,20;0,20
7283;11,8;5,2;0,00;0,00;1,43;1,43
7284;13,3;4,84;0,00;0,00;1,28;1,28
7285;14,1;4,9;0,00;0,00;1,36;1,36
7286;14,5;4,8;0,00;0,00;0,29;0,29
7287;14,3;4,72;0,00;0,00;1,48;1,48
7288;13,5;4,61;0,00;0,00;1,57;1,57
7289;12,1;4,29;0,00;0,00;0,96;0,96
7290;11;4,54;0,00;0,11;0,00;0,11
7291;9,9;4,43;0,00;0,00;1,45;1,45
7292;8,7;4,36;0,00;0,00;1,26;1,26
7293;7,6;4,36;0,00;0,00;1,03;1,03
7294;6,5;4,28;0,00;0,00;0,00;0,00
7295;5,3;4,34;0,00;0,16;0,00;0,16
7296;4,1;4,06;0,00;0,00;0,00;0,00
7297;2,9;4,18;0,00;0,00;0,00;0,00
7298;1,7;3,8;0,00;0,00;0,00;0,00
7299;0,4;3,66;0,00;0,00;0,00;0,00
7300;0,3;3,6;0,00;0,00;0,00;0,00
7301;1;3,71;0,00;0,00;0,00;0,00
7302;1,5;3,62;0,00;0,00;0,00;0,00
7303;2;3,44;0,00;0,00;0,00;0,00
7304;1,9;3,43;0,00;0,19;0,00;0,19
7305;0,4;3,55;0,00;0,00;0,48;0,48
7306;0,8;3,49;0,00;0,00;0,10;0,10
7307;1,8;3,57;0,00;0,00;0,13;0,13
7308;2,9;3,71;0,00;0,00;0,63;0,63
7309;3,6;3,74;0,00;0,00;0,52;0,52
7310;3,8;3,51;0,00;0,00;0,45;0,45
7311;3,6;3,52;0,00;0,00;0,20;0,20
7312;2,9;3,49;0,00;0,00;0,12;0,12
7313;1,8;3,46;0,00;0,39;0,00;0,39
7314;1,2;3,64;0,00;0,45;0,00;0,45
7315;0,6;3,57;0,00;0,35;0,00;0,35
7316;0,1;3,56;0,00;0,39;0,00;0,39
7317;0,7;3,47;0,00;0,44;0,00;0,44
7318;1,3;3,36;0,00;0,37;0,00;0,37
7319;1,9;3,43;0,00;0,00;0,00;0,00
7320;2,5;3,35;0,00;0,00;0,00;0,00
7321;2,7;3,32;0,00;0,00;0,00;0,00
7322;2,8;3,29;0,00;0,00;0,00;0,00
7323;2,9;3,26;0,00;0,00;0,00;0,00
7324;3;3,25;0,00;0,00;0,00;0,00
7325;3;3,24;0,00;0,00;0,00;0,00
7326;3;3,23;0,00;0,00;0,00;0,00
7327;3,1;3,22;0,00;0,00;0,00;0,00
7328;2;3,48;0,00;0,00;0,00;0,00
7329;0,4;3,5;0,00;0,00;0,00;0,00
7330;2,2;3,64;0,00;0,00;0,33;0,33
7331;3,7;3,64;0,00;0,00;0,36;0,36
7332;5;3,49;0,00;0,00;0,81;0,81
7333;5,5;3,56;0,00;0,00;0,60;0,60
7334;5,8;3,63;0,00;0,00;0,52;0,52
7335;5,5;3,72;0,00;0,00;0,25;0,25
7336;4,6;3,63;0,00;0,00;0,20;0,20
7337;3,3;3,43;0,00;0,22;0,00;0,22
7338;2,9;4,16;0,00;0,31;0,00;0,31
7339;2,5;4,24;0,00;0,21;0,00;0,21
7340;2,2;4,12;0,00;0,22;0,00;0,22
7341;1,8;4,02;0,00;0,24;0,00;0,24
7342;1,2;3,7;0,00;0,19;0,00;0,19
7343;1;3,81;0,00;0,00;0,00;0,00
7344;0,7;3,7;0,00;0,00;0,00;0,00
7345;0,2;3,61;0,00;0,00;0,00;0,00
7346;0,2;3,65;0,00;0,00;0,00;0,00
7347;0,6;3,62;0,00;0,00;0,00;0,00
7348;0,7;3,58;0,00;0,00;0,00;0,00
7349;0,9;3,58;0,00;0,00;0,00;0,00
7350;1;3,39;0,00;0,00;0,00;0,00
7351;1,4;3,41;0,00;0,00;0,00;0,00
7352;1;3,32;0,00;0,21;0,00;0,21
7353;0,6;3,37;0,00;0,24;0,00;0,24
7354;0,3;3,31;0,00;0,00;0,12;0,12
7355;0,3;3,46;0,00;0,00;0,10;0,10
7356;0,9;3,61;0,00;0,00;0,38;0,38
7357;1,7;3,82;0,00;0,00;0,50;0,50
7358;4,5;3,22;0,00;0,00;1,16;1,16
7359;5,8;3,02;0,00;0,00;0,96;0,96
7360;6,1;2,97;0,00;0,00;1,06;1,06
7361;5,1;3,1;0,00;0,00;0,32;0,32
7362;4,5;3,2;0,00;0,14;0,00;0,14
7363;4;3,42;0,00;0,00;0,00;0,00
7364;3,4;3,46;0,00;0,00;0,00;0,00
7365;2,9;3,32;0,00;0,13;0,00;0,13
7366;2,4;3,34;0,00;0,11;0,00;0,11
7367;1,8;3,22;0,00;0,00;0,00;0,00
7368;1,3;3,47;0,00;0,00;0,00;0,00
7369;0,6;3,33;0,00;0,00;0,00;0,00
7370;0,1;3,25;0,00;0,00;0,00;0,00
7371;0,9;3,25;0,00;0,00;0,00;0,00
7372;1,3;3,05;0,00;0,00;0,00;0,00
7373;1,6;2,79;0,00;0,00;0,00;0,00
7374;1,9;2,88;0,00;0,00;0,00;0,00
7375;2,2;2,75;0,00;0,00;0,00;0,00
7376;1,6;2,62;0,00;0,13;0,00;0,13
7377;0,6;2,82;0,00;0,00;1,21;1,21
7378;2,6;3;0,00;0,00;0,77;0,77
7379;4,5;3,03;0,00;0,00;0,94;0,94
7380;5,9;3,34;0,00;0,00;1,34;1,34
7381;6,7;3,48;0,00;0,00;1,21;1,21
7382;6,9;3,35;0,00;0,00;0,92;0,92
7383;6,5;3,2;0,00;0,00;0,56;0,56
7384;5,5;3,26;0,00;0,00;0,54;0,54
7385;4;3,08;0,00;0,12;0,00;0,12
7386;3,5;2,75;0,00;0,17;0,00;0,17
7387;3;2,58;0,00;0,00;0,87;0,87
7388;2,5;2,67;0,00;0,00;0,88;0,88
7389;1,9;2,71;0,00;0,00;0,62;0,62
7390;1,4;2,77;0,00;0,00;0,00;0,00
7391;0,9;2,86;0,00;0,00;0,00;0,00
7392;0,4;3,04;0,00;0,00;0,00;0,00
7393;0;2,91;0,00;0,00;0,00;0,00
7394;0,3;3,04;0,00;0,00;0,00;0,00
7395;0,6;3,05;0,00;0,00;0,00;0,00
7396;0,8;2,98;0,00;0,00;0,00;0,00
7397;0,9;3;0,00;0,00;0,00;0,00
7398;1;2,89;0,00;0,00;0,00;0,00
7399;1,1;2,85;0,00;0,00;0,00;0,00
7400;0,5;3,02;0,00;0,13;0,00;0,13
7401;3;3,47;0,00;0,00;1,48;1,48
7402;5,1;3,35;0,00;0,00;0,67;0,67
7403;6,5;3,33;0,00;0,00;0,67;0,67
7404;7,7;3,48;0,00;0,00;1,06;1,06
7405;8,8;3,84;0,00;0,00;1,00;1,00
7406;10,3;3,9;0,00;0,00;1,40;1,40
7407;11;3,79;0,00;0,00;1,07;1,07
7408;10,5;3,81;0,00;0,00;1,23;1,23
7409;8,7;3,88;0,00;0,00;0,11;0,11
7410;8;3,84;0,00;0,00;0,00;0,00
7411;7,2;3,76;0,00;0,00;1,18;1,18
7412;6,4;3,99;0,00;0,00;0,99;0,99
7413;5,7;3,91;0,00;0,00;0,73;0,73
7414;4,9;3,85;0,00;0,00;0,73;0,73
7415;4,1;3,85;0,00;0,00;0,00;0,00
7416;3,4;3,85;0,00;0,00;0,00;0,00
7417;2,5;3,68;0,00;0,00;0,00;0,00
7418;1,7;3,6;0,00;0,00;0,00;0,00
7419;0,8;3,6;0,00;0,00;0,00;0,00
7420;0,3;3,55;0,00;0,00;0,00;0,00
7421;0,1;3,5;0,00;0,00;0,00;0,00
7422;0,5;3,64;0,00;0,00;0,00;0,00
7423;0,8;3,72;0,00;0,00;0,00;0,00
7424;0;3,71;0,00;0,00;0,00;0,00
7425;3,4;3,96;0,00;0,00;0,20;0,20
7426;5,5;4,36;0,00;0,00;0,20;0,20
7427;7,4;4,64;0,00;0,00;0,21;0,21
7428;8,5;4,85;0,00;0,00;0,12;0,12
7429;9,5;4,64;0,00;0,00;0,21;0,21
7430;9,7;4,66;0,00;0,00;0,24;0,24
7431;9,1;4,59;0,00;0,00;0,14;0,14
7432;8;4,6;0,00;0,00;0,21;0,21
7433;6,2;4,54;0,00;0,18;0,00;0,18
7434;5,6;4,12;0,00;0,16;0,00;0,16
7435;5,1;3,86;0,00;0,24;0,00;0,24
7436;4,5;3,88;0,00;0,00;0,16;0,16
7437;3,9;3,97;0,00;0,00;0,00;0,00
7438;3,3;4,16;0,00;0,00;0,00;0,00
7439;2,7;4,22;0,00;0,30;0,00;0,30
7440;2,1;4,17;0,00;0,00;0,00;0,00
7441;1,8;4,19;0,00;0,00;0,00;0,00
7442;1,4;3,92;0,00;0,00;0,00;0,00
7443;1;3,95;0,00;0,00;0,00;0,00
7444;0,8;3,81;0,00;0,00;0,00;0,00
7445;0,6;3,81;0,00;0,00;0,00;0,00
7446;0,5;3,7;0,00;0,00;0,00;0,00
7447;0,4;3,85;0,00;0,00;0,00;0,00
7448;0,8;3,85;0,00;58,00;0,00;58,00
7449;3,2;4,02;0,00;0,00;0,58;0,58
7450;5,2;4,05;0,00;0,00;0,11;0,11
7451;6,9;4,25;0,00;0,00;1,18;1,18
7452;8,3;4,31;0,00;0,00;0,97;0,97
7453;9;4,52;0,00;0,00;2,80;2,80
7454;9,3;4,49;0,00;0,00;0,92;0,92
7455;9,1;4,41;0,00;0,00;2,61;2,61
7456;8,2;4,51;0,00;0,00;1,03;1,03
7457;6,7;4,44;0,00;0,00;0,19;0,19
7458;6,5;4,65;0,00;0,12;0,00;0,12
7459;6,3;4,42;0,00;0,00;0,19;0,19
7460;6,1;4,57;0,00;0,00;0,17;0,17
7461;5,9;4,35;0,00;0,00;0,11;0,11
7462;5,7;4,46;0,00;0,19;0,00;0,19
7463;5,5;4,51;0,00;0,00;0,00;0,00
7464;5,4;4,74;0,00;0,00;0,00;0,00
7465;5,3;4,64;0,00;0,00;0,00;0,00
7466;5,3;4,59;0,00;0,00;0,00;0,00
7467;5,1;4,87;0,00;0,00;0,00;0,00
7468;4,8;5,03;0,00;0,00;0,00;0,00
7469;5,3;5,14;0,00;0,00;0,00;0,00
7470;5,3;5,15;0,00;0,00;0,00;0,00
7471;5,3;4,91;0,00;0,00;0,00;0,00
7472;5,5;5,23;0,00;0,10;0,00;0,10
7473;7,1;5,85;0,00;0,00;1,49;1,49
7474;8,6;6,18;0,00;0,00;1,39;1,39
7475;9,7;6,69;0,00;0,00;1,44;1,44
7476;10,8;5,71;0,00;0,00;2,20;2,20
7477;11,5;5,82;0,00;0,00;1,88;1,88
7478;11,8;6,17;0,00;0,00;0,91;0,91
7479;11,9;7,58;0,00;0,00;0,58;0,58
7480;11,5;6,15;0,00;0,00;0,75;0,75
7481;10,6;6,1;0,00;0,00;0,20;0,20
7482;10,1;5,97;0,00;0,00;0,00;0,00
7483;9,5;5,69;0,00;0,00;0,46;0,46
7484;8,9;5,58;0,00;0,00;0,48;0,48
