 TIME                    	Delta_Energy             	Result                   	Result                   	label                    	
 HOURS              	°C                  	°C                  	kJ/h                	kJ/h                	
  +5.1820000000000000E+03	                +Infinity	  +2.3866810399569192E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1830000000000000E+03	                +Infinity	  +2.3866684460723724E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1840000000000000E+03	                +Infinity	  +2.3866558502676327E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1850000000000000E+03	                +Infinity	  +2.3866432525491797E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1860000000000000E+03	                +Infinity	  +2.3866306529234942E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1870000000000000E+03	                +Infinity	  +2.3866180513970590E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1880000000000000E+03	                +Infinity	  +2.3866054479763565E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1890000000000000E+03	                +Infinity	  +2.3865928426678710E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1900000000000000E+03	                +Infinity	  +2.3865802354780871E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1910000000000000E+03	                +Infinity	  +2.3865676264134910E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1920000000000000E+03	                +Infinity	  +2.3865550154805692E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1930000000000000E+03	                +Infinity	  +2.3865424026858096E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1940000000000000E+03	                +Infinity	  +2.3865297880357011E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1950000000000000E+03	                +Infinity	  +2.3865171715367333E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1960000000000000E+03	                +Infinity	  +2.3865045531953973E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1970000000000000E+03	                +Infinity	  +2.3864919330181843E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1980000000000000E+03	                +Infinity	  +2.3864793110115869E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.1990000000000000E+03	                +Infinity	  +2.3864666871820990E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2000000000000000E+03	                +Infinity	  +2.3864540615362142E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2010000000000000E+03	                +Infinity	  +2.3864414340804291E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2020000000000000E+03	                +Infinity	  +2.3864288048212387E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2030000000000000E+03	                +Infinity	  +2.3864161737651412E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2040000000000000E+03	                +Infinity	  +2.3864035409186346E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2050000000000000E+03	                +Infinity	  +2.3863909062882175E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2060000000000000E+03	                +Infinity	  +2.3863782698803905E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2070000000000000E+03	                +Infinity	  +2.3863656317016540E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2080000000000000E+03	                +Infinity	  +2.3863529917585106E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2090000000000000E+03	                +Infinity	  +2.3863403500574623E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2100000000000000E+03	                +Infinity	  +2.3863277066050131E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2110000000000000E+03	                +Infinity	  +2.3863150614076673E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2120000000000000E+03	                +Infinity	  +2.3863024144719307E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2130000000000000E+03	                +Infinity	  +2.3862897658043096E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2140000000000000E+03	                +Infinity	  +2.3862771154113105E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2150000000000000E+03	                +Infinity	  +2.3862644632994426E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2160000000000000E+03	                +Infinity	  +2.3862518094752141E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2170000000000000E+03	                +Infinity	  +2.3862391539451349E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2180000000000000E+03	                +Infinity	  +2.3862264967157168E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2190000000000000E+03	                +Infinity	  +2.3862138377934698E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2200000000000000E+03	                +Infinity	  +2.3862011771849080E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2210000000000000E+03	                +Infinity	  +2.3861885148965436E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2220000000000000E+03	                +Infinity	  +2.3861758509348917E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2230000000000000E+03	                +Infinity	  +2.3861631853064665E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2240000000000000E+03	                +Infinity	  +2.3861505180177849E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2250000000000000E+03	                +Infinity	  +2.3861378490753631E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2260000000000000E+03	                +Infinity	  +2.3861251784857188E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2270000000000000E+03	                +Infinity	  +2.3861125062553705E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2280000000000000E+03	                +Infinity	  +2.3860998323908382E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2290000000000000E+03	                +Infinity	  +2.3860871568986408E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2300000000000000E+03	                +Infinity	  +2.3860744797853008E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2310000000000000E+03	                +Infinity	  +2.3860618010573387E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2320000000000000E+03	                +Infinity	  +2.3860491207212783E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2330000000000000E+03	                +Infinity	  +2.3860364387836427E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2340000000000000E+03	                +Infinity	  +2.3860237552509560E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2350000000000000E+03	                +Infinity	  +2.3860110701297435E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2360000000000000E+03	                +Infinity	  +2.3859983834265313E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2370000000000000E+03	                +Infinity	  +2.3859856951478469E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2380000000000000E+03	                +Infinity	  +2.3859730053002161E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2390000000000000E+03	                +Infinity	  +2.3859603138901690E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2400000000000000E+03	                +Infinity	  +2.3859476209242342E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2410000000000000E+03	                +Infinity	  +2.3859349264089414E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2420000000000000E+03	                +Infinity	  +2.3859222303508221E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2430000000000000E+03	                +Infinity	  +2.3859095327564074E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2440000000000000E+03	                +Infinity	  +2.3858968336322297E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2450000000000000E+03	                +Infinity	  +2.3858841329848224E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2460000000000000E+03	                +Infinity	  +2.3858714308207198E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2470000000000000E+03	                +Infinity	  +2.3858587271464557E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2480000000000000E+03	                +Infinity	  +2.3858460219685668E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2490000000000000E+03	                +Infinity	  +2.3858333152935887E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2500000000000000E+03	                +Infinity	  +2.3858206071280580E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2510000000000000E+03	                +Infinity	  +2.3858078974785138E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2520000000000000E+03	                +Infinity	  +2.3857951863514938E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2530000000000000E+03	                +Infinity	  +2.3857824737535373E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2540000000000000E+03	                +Infinity	  +2.3857697596911851E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2550000000000000E+03	                +Infinity	  +2.3857570441709774E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2560000000000000E+03	                +Infinity	  +2.3857443271994561E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2570000000000000E+03	                +Infinity	  +2.3857316087831634E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2580000000000000E+03	                +Infinity	  +2.3857188889286428E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2590000000000000E+03	                +Infinity	  +2.3857061676424382E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2600000000000000E+03	                +Infinity	  +2.3856934449310938E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2610000000000000E+03	                +Infinity	  +2.3856807208011546E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2620000000000000E+03	                +Infinity	  +2.3856679952591674E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2630000000000000E+03	                +Infinity	  +2.3856552683116786E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2640000000000000E+03	                +Infinity	  +2.3856425399652358E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2650000000000000E+03	                +Infinity	  +2.3856298102263872E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2660000000000000E+03	                +Infinity	  +2.3856170791016817E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2670000000000000E+03	                +Infinity	  +2.3856043465976691E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2680000000000000E+03	                +Infinity	  +2.3855916127208997E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2690000000000000E+03	                +Infinity	  +2.3855788774779242E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2700000000000000E+03	                +Infinity	  +2.3855661408752951E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2710000000000000E+03	                +Infinity	  +2.3855534029195644E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2720000000000000E+03	                +Infinity	  +2.3855406636172850E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2730000000000000E+03	                +Infinity	  +2.3855279229750113E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2740000000000000E+03	                +Infinity	  +2.3855151809992975E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2750000000000000E+03	                +Infinity	  +2.3855024376966989E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2760000000000000E+03	                +Infinity	  +2.3854896930737718E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2770000000000000E+03	                +Infinity	  +2.3854769471370719E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2780000000000000E+03	                +Infinity	  +2.3854641998931575E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2790000000000000E+03	                +Infinity	  +2.3854514513485861E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2800000000000000E+03	                +Infinity	  +2.3854387015099164E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2810000000000000E+03	                +Infinity	  +2.3854259503837071E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2820000000000000E+03	                +Infinity	  +2.3854131979765188E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2830000000000000E+03	                +Infinity	  +2.3854004442949119E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2840000000000000E+03	                +Infinity	  +2.3853876893454481E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2850000000000000E+03	                +Infinity	  +2.3853749331346884E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2860000000000000E+03	                +Infinity	  +2.3853621756691959E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2870000000000000E+03	                +Infinity	  +2.3853494169555336E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2880000000000000E+03	                +Infinity	  +2.3853366570002657E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2890000000000000E+03	                +Infinity	  +2.3853238958099564E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2900000000000000E+03	                +Infinity	  +2.3853111333911707E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2910000000000000E+03	                +Infinity	  +2.3852983697504749E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2920000000000000E+03	                +Infinity	  +2.3852856048944349E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2930000000000000E+03	                +Infinity	  +2.3852728388296180E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2940000000000000E+03	                +Infinity	  +2.3852600715625911E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2950000000000000E+03	                +Infinity	  +2.3852473030999232E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2960000000000000E+03	                +Infinity	  +2.3852345334481831E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2970000000000000E+03	                +Infinity	  +2.3852217626139401E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2980000000000000E+03	                +Infinity	  +2.3852089906037639E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.2990000000000000E+03	                +Infinity	  +2.3851962174242263E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3000000000000000E+03	                +Infinity	  +2.3851834430818971E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3010000000000000E+03	                +Infinity	  +2.3851706675833495E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3020000000000000E+03	                +Infinity	  +2.3851578909351554E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3030000000000000E+03	                +Infinity	  +2.3851451131438876E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3040000000000000E+03	                +Infinity	  +2.3851323342161203E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3050000000000000E+03	                +Infinity	  +2.3851195541584275E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3060000000000000E+03	                +Infinity	  +2.3851067729773837E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3070000000000000E+03	                +Infinity	  +2.3850939906795651E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3080000000000000E+03	                +Infinity	  +2.3850812072715473E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3090000000000000E+03	                +Infinity	  +2.3850684227599061E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3100000000000000E+03	                +Infinity	  +2.3850556371512198E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3110000000000000E+03	                +Infinity	  +2.3850428504520653E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3120000000000000E+03	                +Infinity	  +2.3850300626690210E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3130000000000000E+03	                +Infinity	  +2.3850172738086661E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3140000000000000E+03	                +Infinity	  +2.3850044838775796E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3150000000000000E+03	                +Infinity	  +2.3849916928823416E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3160000000000000E+03	                +Infinity	  +2.3849789008295323E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3170000000000000E+03	                +Infinity	  +1.6023500000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3180000000000000E+03	                +Infinity	  +1.6039000000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3190000000000000E+03	                +Infinity	  +1.5383999999999997E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3200000000000000E+03	                +Infinity	  +1.5483499999999998E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3210000000000000E+03	                +Infinity	  +1.4381000000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3220000000000000E+03	                +Infinity	  +1.3991500000000002E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3230000000000000E+03	                +Infinity	  +2.3848893274007446E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3240000000000000E+03	                +Infinity	  +2.3848765271243261E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3250000000000000E+03	                +Infinity	  +2.3848637258495850E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3260000000000000E+03	                +Infinity	  +2.3848509235831068E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3270000000000000E+03	                +Infinity	  +2.3848381203314773E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3280000000000000E+03	                +Infinity	  +2.3848253161012835E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3290000000000000E+03	                +Infinity	  +2.3848125108991127E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3300000000000000E+03	                +Infinity	  +2.3847997047315525E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3310000000000000E+03	                +Infinity	  +2.3847868976051913E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3320000000000000E+03	                +Infinity	  +2.3847740895266179E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3330000000000000E+03	                +Infinity	  +2.3847612805024215E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3340000000000000E+03	                +Infinity	  +2.3847484705391918E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3350000000000000E+03	                +Infinity	  +2.3847356596435188E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3360000000000000E+03	                +Infinity	  +2.3847228478219935E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3370000000000000E+03	                +Infinity	  +2.3847100350812070E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3380000000000000E+03	                +Infinity	  +2.3846972214277511E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3390000000000000E+03	                +Infinity	  +2.3846844068682174E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3400000000000000E+03	                +Infinity	  +2.3846715914091990E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3410000000000000E+03	                +Infinity	  +2.3846587750572886E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3420000000000000E+03	                +Infinity	  +2.3846459578190800E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3430000000000000E+03	                +Infinity	  +2.3846331397011667E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3440000000000000E+03	                +Infinity	  +2.3846203207101433E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3450000000000000E+03	                +Infinity	  +2.3846075008526051E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3460000000000000E+03	                +Infinity	  +2.3845946801351471E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3470000000000000E+03	                +Infinity	  +2.3845818585643644E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3480000000000000E+03	                +Infinity	  +2.3845690361468542E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3490000000000000E+03	                +Infinity	  +2.3845562128892126E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3500000000000000E+03	                +Infinity	  +2.3845433887980369E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3510000000000000E+03	                +Infinity	  +2.3845305638799243E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3520000000000000E+03	                +Infinity	  +2.3845177381414726E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3530000000000000E+03	                +Infinity	  +2.3845049115892806E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3540000000000000E+03	                +Infinity	  +2.3844920842299464E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3550000000000000E+03	                +Infinity	  +2.3844792560700699E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3560000000000000E+03	                +Infinity	  +2.3844664271162500E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3570000000000000E+03	                +Infinity	  +2.3844535973750874E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3580000000000000E+03	                +Infinity	  +2.3844407668531815E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3590000000000000E+03	                +Infinity	  +2.3844279355571342E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3600000000000000E+03	                +Infinity	  +2.3844151034935459E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3610000000000000E+03	                +Infinity	  +2.3844022706690185E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3620000000000000E+03	                +Infinity	  +2.3843894370901538E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3630000000000000E+03	                +Infinity	  +2.3843766027635542E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3640000000000000E+03	                +Infinity	  +2.3843637676958227E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3650000000000000E+03	                +Infinity	  +1.0249000000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3660000000000000E+03	                +Infinity	  +2.3843380953633761E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3670000000000000E+03	                +Infinity	  +2.3843252581118685E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3680000000000000E+03	                +Infinity	  +2.3843124201456433E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3690000000000000E+03	                +Infinity	  +2.3842995814713058E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3700000000000000E+03	                +Infinity	  +2.3842867420954605E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3710000000000000E+03	                +Infinity	  +2.3842739020247126E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3720000000000000E+03	                +Infinity	  +2.3842610612656682E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3730000000000000E+03	                +Infinity	  +2.3842482198249326E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3740000000000000E+03	                +Infinity	  +2.3842353777091134E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3750000000000000E+03	                +Infinity	  +2.3842225349248164E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3760000000000000E+03	                +Infinity	  +2.3842096914786492E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3770000000000000E+03	                +Infinity	  +2.3841968473772189E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3780000000000000E+03	                +Infinity	  +2.3841840026271331E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3790000000000000E+03	                +Infinity	  +2.3841711572350005E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3800000000000000E+03	                +Infinity	  +2.3841583112074292E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3810000000000000E+03	                +Infinity	  +2.3841454645510282E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3820000000000000E+03	                +Infinity	  +2.3841326172724064E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3830000000000000E+03	                +Infinity	  +2.3841197693781731E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3840000000000000E+03	                +Infinity	  +2.3841069208749380E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3850000000000000E+03	                +Infinity	  +2.3840940717693113E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3860000000000000E+03	                +Infinity	  +2.3840812220679032E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3870000000000000E+03	                +Infinity	  +1.4234500000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3880000000000000E+03	                +Infinity	  +1.3096500000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3890000000000000E+03	                +Infinity	  +1.2693000000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3900000000000000E+03	                +Infinity	  +1.1642000000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3910000000000000E+03	                +Infinity	  +1.0640000000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3920000000000000E+03	                +Infinity	  +1.0783499999999999E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3930000000000000E+03	                +Infinity	  +2.3839912580315050E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3940000000000000E+03	                +Infinity	  +2.3839784038018553E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3950000000000000E+03	                +Infinity	  +2.3839655490359306E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3960000000000000E+03	                +Infinity	  +2.3839526937403448E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3970000000000000E+03	                +Infinity	  +2.3839398379217110E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3980000000000000E+03	                +Infinity	  +2.3839269815866430E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.3990000000000000E+03	                +Infinity	  +2.3839141247417550E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4000000000000000E+03	                +Infinity	  +2.3839012673936608E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4010000000000000E+03	                +Infinity	  +2.3838884095489757E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4020000000000000E+03	                +Infinity	  +2.3838755512143143E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4030000000000000E+03	                +Infinity	  +2.3838626923962914E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4040000000000000E+03	                +Infinity	  +2.3838498331015228E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4050000000000000E+03	                +Infinity	  +2.3838369733366238E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4060000000000000E+03	                +Infinity	  +2.3838241131082103E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4070000000000000E+03	                +Infinity	  +2.3838112524228984E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4080000000000000E+03	                +Infinity	  +2.3837983912873042E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4090000000000000E+03	                +Infinity	  +2.3837855297080449E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4100000000000000E+03	                +Infinity	  +2.3837726676917364E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4110000000000000E+03	                +Infinity	  +2.3837598052449960E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4120000000000000E+03	                +Infinity	  +2.3837469423744412E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4130000000000000E+03	                +Infinity	  +2.3837340790866892E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4140000000000000E+03	                +Infinity	  +2.3837212153883576E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4150000000000000E+03	                +Infinity	  +2.3837083512860642E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4160000000000000E+03	                +Infinity	  +2.3836954867864273E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4170000000000000E+03	                +Infinity	  +2.3836826218960650E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4180000000000000E+03	                +Infinity	  +2.3836697566215958E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4190000000000000E+03	                +Infinity	  +2.3836568909696382E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4200000000000000E+03	                +Infinity	  +2.3836440249468114E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4210000000000000E+03	                +Infinity	  +2.3836311585597343E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4220000000000000E+03	                +Infinity	  +2.3836182918150263E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4230000000000000E+03	                +Infinity	  +2.3836054247193064E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4240000000000000E+03	                +Infinity	  +2.3835925572791945E+02	                +Infinity	  +0.0000000000000000E+00	
  +5.4250000000000000E+03	                +Infinity	  +2.3835796895013101E+02	                +Infinity	  +0.0000000000000000E+00	
